time,unsigned_flux
0.0,1.031828e+20
0.2,1.111575e+20
0.4,1.232500e+20
0.6,1.297049e+20
0.8,1.354603e+20
1.0,1.728391e+20
1.2,1.734450e+20
1.4,1.758447e+20
1.6,1.803842e+20
1.8,1.863893e+20
2.0,1.830253e+20
2.2,1.935033e+20
2.4,2.043370e+20
2.6,2.018708e+20
2.8,2.483214e+20
3.0,2.722237e+20
3.2,2.876329e+20
3.4,2.779523e+20
3.6,2.683149e+20
3.8,3.303452e+20
4.0,3.364493e+20
4.2,3.525607e+20
4.4,3.459355e+20
4.6,3.650418e+20
4.8,3.749857e+20
5.4,4.229796e+20
5.6,4.429140e+20
5.8,4.469178e+20
6.0,4.438543e+20
6.2,4.391043e+20
6.4,4.450222e+20
6.6,4.452367e+20
6.8,4.552114e+20
7.0,4.591500e+20
7.2,4.488688e+20
7.4,4.478213e+20
7.6,4.415309e+20
7.8,4.346500e+20
8.0,4.516206e+20
8.2,4.563453e+20
8.4,4.602121e+20
8.6,4.657994e+20
8.8,4.902226e+20
9.0,4.699428e+20
9.2,4.715481e+20
9.4,4.837852e+20
9.6,4.711858e+20
10.2,4.741406e+20
10.4,4.840437e+20
10.6,4.787326e+20
10.8,4.773797e+20
11.0,4.832298e+20
11.2,4.812696e+20
11.4,4.514820e+20
11.6,4.397533e+20
11.8,4.261946e+20
12.0,4.474773e+20
12.2,4.529361e+20
12.4,4.646315e+20
12.6,4.761586e+20
12.8,4.868158e+20
13.0,4.829933e+20
13.2,4.902200e+20
13.4,4.699289e+20
13.6,4.724970e+20
13.8,4.780578e+20
14.0,4.653144e+20
14.2,4.559657e+20
14.4,4.337920e+20
14.6,4.304584e+20
14.8,4.194413e+20
15.0,4.075183e+20
15.2,4.089830e+20
15.4,4.143830e+20
15.6,4.309555e+20
15.8,4.032597e+20
16.0,4.042496e+20
16.2,4.086825e+20
16.4,4.189118e+20
16.6,3.820742e+20
16.8,3.871572e+20
17.0,3.847005e+20
17.2,3.922199e+20
17.4,3.759030e+20
17.6,3.780192e+20
17.8,3.749423e+20
18.0,3.568309e+20
18.2,3.498957e+20
18.4,3.341728e+20
18.6,3.367438e+20
18.8,3.267454e+20
19.0,3.374766e+20
19.2,3.424042e+20
19.4,3.413453e+20
19.6,3.412205e+20
19.8,3.391037e+20
20.0,3.392870e+20
20.2,3.428780e+20
20.4,3.316667e+20
20.6,3.344407e+20
20.8,3.265069e+20
21.0,3.473875e+20
21.2,3.390079e+20
21.4,3.438164e+20
21.6,3.509935e+20
22.2,3.417102e+20
22.4,3.316259e+20
22.6,3.384308e+20
22.8,3.471512e+20
23.0,3.447769e+20
23.2,3.245809e+20
23.4,3.184784e+20
23.6,3.350975e+20
23.8,3.310854e+20
24.0,3.109835e+20
24.2,3.106686e+20
24.4,3.039514e+20
24.6,2.957349e+20
24.8,2.847529e+20
25.0,2.950578e+20
25.2,3.059809e+20
25.4,2.978237e+20
25.6,2.850161e+20
25.8,2.840953e+20
26.0,2.700443e+20
26.2,2.640187e+20
29.8,2.306175e+20
30.6,2.642140e+20
30.8,2.579828e+20
31.0,2.592901e+20
31.2,2.664688e+20
31.4,2.646706e+20
31.6,3.051364e+20
31.8,3.080154e+20
32.0,3.560694e+20
32.2,3.487627e+20
32.4,3.633413e+20
32.6,3.491323e+20
32.8,3.553832e+20
33.0,3.563413e+20
33.2,3.524666e+20
33.4,3.579810e+20
33.6,3.661142e+20
34.2,3.797107e+20
34.4,3.671390e+20
34.6,3.641289e+20
34.8,3.553718e+20
35.0,3.608308e+20
35.2,3.674168e+20
35.4,3.458916e+20
35.6,3.614939e+20
35.8,3.636326e+20
36.0,3.536904e+20
36.2,3.574581e+20
36.4,3.756228e+20
36.6,3.645600e+20
36.8,3.829451e+20
37.0,4.020502e+20
37.2,3.809080e+20
37.4,3.886580e+20
37.6,3.945395e+20
37.8,3.916913e+20
38.0,3.888136e+20
38.2,4.001430e+20
38.4,4.020203e+20
38.6,3.908578e+20
38.8,4.028525e+20
39.0,3.959708e+20
39.2,3.983852e+20
39.4,3.976972e+20
39.6,3.866125e+20
39.8,4.101405e+20
40.0,4.015823e+20
40.2,4.145220e+20
40.4,4.130085e+20
40.6,3.962447e+20
40.8,4.096755e+20
41.0,3.725686e+20
41.2,3.708277e+20
41.4,3.811562e+20
41.6,3.741305e+20
41.8,3.822955e+20
42.0,3.806088e+20
42.2,3.686621e+20
42.4,3.832229e+20
42.6,3.711395e+20
42.8,3.328230e+20
43.0,3.231224e+20
43.4,3.067451e+20
44.2,3.189835e+20
44.4,3.245484e+20
49.8,2.939912e+20
50.0,2.798558e+20
50.2,2.343657e+20
50.4,2.581732e+20
50.6,2.497532e+20
50.8,2.449692e+20
51.0,2.655068e+20
51.2,2.853679e+20
51.4,2.778096e+20
51.6,2.631621e+20
52.0,2.863608e+20
52.2,2.956627e+20
52.4,2.607595e+20
52.6,2.359973e+20
52.8,2.776650e+20
53.0,2.647915e+20
53.6,2.663704e+20
59.8,2.123435e+20
60.0,2.413369e+20
60.2,2.373340e+20
60.4,2.360984e+20
60.6,2.575575e+20
